input,policy,icache_cap,icache_ways,icache_blsz,dcache_cap,dcache_ways,dcache_blsz,cycles,ipc
inputs/custom/strided_access.x,rand,524288,2,128,1048576,2,128,12241570,0.768
inputs/custom/strided_access.x,rand,524288,2,128,1048576,4,128,12241570,0.768
inputs/custom/strided_access.x,rand,524288,2,128,1048576,8,128,12241570,0.768
inputs/custom/strided_access.x,rand,524288,2,128,1048576,16,128,12241570,0.768
inputs/custom/strided_access.x,rand,524288,4,128,1048576,1,128,12241570,0.768
inputs/custom/strided_access.x,rand,524288,4,128,1048576,4,128,12241570,0.768
inputs/custom/strided_access.x,rand,524288,4,128,1048576,2,128,12241570,0.768
inputs/custom/strided_access.x,rand,524288,4,128,1048576,8,128,12241570,0.768
inputs/custom/strided_access.x,rand,524288,4,128,1048576,16,128,12241570,0.768
inputs/custom/strided_access.x,rand,524288,8,128,1048576,1,128,12241570,0.768
inputs/custom/strided_access.x,rand,524288,8,128,1048576,2,128,12241570,0.768
inputs/custom/strided_access.x,rand,524288,8,128,1048576,4,128,12241570,0.768
inputs/custom/strided_access.x,rand,524288,8,128,1048576,8,128,12241570,0.768
inputs/custom/strided_access.x,rand,524288,8,128,1048576,16,128,12241570,0.768
inputs/custom/strided_access.x,rand,524288,16,128,1048576,1,128,12241570,0.768
inputs/custom/strided_access.x,rand,524288,16,128,1048576,2,128,12241570,0.768
inputs/custom/strided_access.x,rand,524288,16,128,1048576,8,128,12241570,0.768
inputs/custom/strided_access.x,rand,524288,16,128,1048576,4,128,12241570,0.768
inputs/custom/strided_access.x,rand,524288,16,128,1048576,16,128,12241570,0.768
inputs/custom/strided_access.x,lru,524288,1,128,1048576,1,128,12241570,0.768
inputs/custom/strided_access.x,lru,524288,1,128,1048576,2,128,12241570,0.768
inputs/custom/strided_access.x,lru,524288,1,128,1048576,4,128,12241570,0.768
inputs/custom/strided_access.x,lru,524288,1,128,1048576,8,128,12241570,0.768
inputs/custom/strided_access.x,lru,524288,1,128,1048576,16,128,12241570,0.768
inputs/custom/strided_access.x,lru,524288,2,128,1048576,1,128,12241570,0.768
inputs/custom/strided_access.x,lru,524288,2,128,1048576,2,128,12241570,0.768
inputs/custom/strided_access.x,lru,524288,2,128,1048576,4,128,12241570,0.768
inputs/custom/strided_access.x,lru,524288,2,128,1048576,16,128,12241570,0.768
inputs/custom/strided_access.x,lru,524288,2,128,1048576,8,128,12241570,0.768
inputs/custom/strided_access.x,lru,524288,4,128,1048576,1,128,12241570,0.768
inputs/custom/strided_access.x,lru,524288,4,128,1048576,4,128,12241570,0.768
inputs/custom/strided_access.x,lru,524288,4,128,1048576,2,128,12241570,0.768
inputs/custom/strided_access.x,lru,524288,4,128,1048576,16,128,12241570,0.768
inputs/custom/strided_access.x,lru,524288,4,128,1048576,8,128,12241570,0.768
inputs/custom/strided_access.x,lru,524288,8,128,1048576,1,128,12241570,0.768
inputs/custom/strided_access.x,lru,524288,8,128,1048576,2,128,12241570,0.768
inputs/custom/strided_access.x,lru,524288,8,128,1048576,4,128,12241570,0.768
inputs/custom/strided_access.x,lru,524288,8,128,1048576,8,128,12241570,0.768
inputs/custom/strided_access.x,lru,524288,8,128,1048576,16,128,12241570,0.768
inputs/custom/strided_access.x,lru,524288,16,128,1048576,1,128,12241570,0.768
inputs/custom/strided_access.x,lru,524288,16,128,1048576,2,128,12241570,0.768
inputs/custom/strided_access.x,lru,524288,16,128,1048576,4,128,12241570,0.768
inputs/custom/strided_access.x,lru,524288,16,128,1048576,8,128,12241570,0.768
inputs/custom/strided_access.x,lru,524288,16,128,1048576,16,128,12241570,0.768
inputs/custom/strided_access.x,rrip,1048576,1,128,524288,1,128,12241570,0.768
inputs/custom/strided_access.x,rrip,1048576,1,128,524288,4,128,12241570,0.768
inputs/custom/strided_access.x,rrip,1048576,1,128,524288,8,128,12241570,0.768
inputs/custom/strided_access.x,rrip,1048576,1,128,524288,16,128,12241570,0.768
inputs/custom/strided_access.x,rrip,1048576,1,128,524288,2,128,12241570,0.768
inputs/custom/strided_access.x,rrip,1048576,2,128,524288,1,128,12241570,0.768
inputs/custom/strided_access.x,rrip,1048576,2,128,524288,4,128,12241570,0.768
inputs/custom/strided_access.x,rrip,1048576,2,128,524288,2,128,12241570,0.768
inputs/custom/strided_access.x,rrip,1048576,2,128,524288,8,128,12241570,0.768
inputs/custom/strided_access.x,rrip,1048576,2,128,524288,16,128,12241570,0.768
inputs/custom/strided_access.x,rrip,1048576,4,128,524288,1,128,12241570,0.768
inputs/custom/strided_access.x,rrip,1048576,4,128,524288,2,128,12241570,0.768
inputs/custom/strided_access.x,rrip,1048576,4,128,524288,8,128,12241570,0.768
inputs/custom/strided_access.x,rrip,1048576,4,128,524288,4,128,12241570,0.768
inputs/custom/strided_access.x,rrip,1048576,4,128,524288,16,128,12241570,0.768
inputs/custom/strided_access.x,rrip,1048576,8,128,524288,1,128,12241570,0.768
inputs/custom/strided_access.x,rrip,1048576,8,128,524288,2,128,12241570,0.768
inputs/custom/strided_access.x,rrip,1048576,8,128,524288,4,128,12241570,0.768
inputs/custom/strided_access.x,rrip,1048576,8,128,524288,8,128,12241570,0.768
inputs/custom/strided_access.x,rrip,1048576,8,128,524288,16,128,12241570,0.768
inputs/custom/strided_access.x,rrip,1048576,16,128,524288,1,128,12241570,0.768
inputs/custom/strided_access.x,rrip,1048576,16,128,524288,2,128,12241570,0.768
inputs/custom/strided_access.x,rrip,1048576,16,128,524288,4,128,12241570,0.768
inputs/custom/strided_access.x,rrip,1048576,16,128,524288,8,128,12241570,0.768
inputs/custom/strided_access.x,rrip,1048576,16,128,524288,16,128,12241570,0.768
inputs/custom/strided_access.x,rand,1048576,1,128,524288,1,128,12241570,0.768
inputs/custom/strided_access.x,rand,1048576,1,128,524288,2,128,12241570,0.768
inputs/custom/strided_access.x,rand,1048576,1,128,524288,4,128,12241570,0.768
inputs/custom/strided_access.x,rand,1048576,1,128,524288,16,128,12241570,0.768
inputs/custom/strided_access.x,rand,1048576,1,128,524288,8,128,12241570,0.768
inputs/custom/strided_access.x,rand,1048576,2,128,524288,1,128,12241570,0.768
inputs/custom/strided_access.x,rand,1048576,2,128,524288,2,128,12241570,0.768
inputs/custom/strided_access.x,rand,1048576,2,128,524288,4,128,12241570,0.768
inputs/custom/strided_access.x,rand,1048576,2,128,524288,8,128,12241570,0.768
inputs/custom/strided_access.x,rand,1048576,2,128,524288,16,128,12241570,0.768
inputs/custom/strided_access.x,rand,1048576,4,128,524288,1,128,12241570,0.768
inputs/custom/strided_access.x,rand,1048576,4,128,524288,4,128,12241570,0.768
inputs/custom/strided_access.x,rand,1048576,4,128,524288,8,128,12241570,0.768
inputs/custom/strided_access.x,rand,1048576,4,128,524288,2,128,12241570,0.768
inputs/custom/strided_access.x,rand,1048576,4,128,524288,16,128,12241570,0.768
inputs/custom/strided_access.x,rand,1048576,8,128,524288,1,128,12241570,0.768
inputs/custom/strided_access.x,rand,1048576,8,128,524288,2,128,12241570,0.768
inputs/custom/strided_access.x,rand,1048576,8,128,524288,4,128,12241570,0.768
inputs/custom/strided_access.x,rand,1048576,8,128,524288,8,128,12241570,0.768
inputs/custom/strided_access.x,rand,1048576,8,128,524288,16,128,12241570,0.768
inputs/custom/strided_access.x,rand,1048576,16,128,524288,1,128,12241570,0.768
inputs/custom/strided_access.x,rand,1048576,16,128,524288,2,128,12241570,0.768
inputs/custom/strided_access.x,rand,1048576,16,128,524288,4,128,12241570,0.768
inputs/custom/strided_access.x,rand,1048576,16,128,524288,8,128,12241570,0.768
inputs/custom/strided_access.x,rand,1048576,16,128,524288,16,128,12241570,0.768
inputs/custom/strided_access.x,lru,1048576,1,128,524288,1,128,12241570,0.768
inputs/custom/strided_access.x,lru,1048576,1,128,524288,2,128,12241570,0.768
inputs/custom/strided_access.x,lru,1048576,1,128,524288,4,128,12241570,0.768
inputs/custom/strided_access.x,lru,1048576,1,128,524288,16,128,12241570,0.768
inputs/custom/strided_access.x,lru,1048576,1,128,524288,8,128,12241570,0.768
inputs/custom/strided_access.x,lru,1048576,2,128,524288,1,128,12241570,0.768
inputs/custom/strided_access.x,lru,1048576,2,128,524288,2,128,12241570,0.768
inputs/custom/strided_access.x,lru,1048576,2,128,524288,4,128,12241570,0.768
inputs/custom/strided_access.x,lru,1048576,2,128,524288,8,128,12241570,0.768
inputs/custom/strided_access.x,lru,1048576,2,128,524288,16,128,12241570,0.768
inputs/custom/strided_access.x,lru,1048576,4,128,524288,1,128,12241570,0.768
inputs/custom/strided_access.x,lru,1048576,4,128,524288,4,128,12241570,0.768
inputs/custom/strided_access.x,lru,1048576,4,128,524288,2,128,12241570,0.768
inputs/custom/strided_access.x,lru,1048576,4,128,524288,8,128,12241570,0.768
inputs/custom/strided_access.x,lru,1048576,4,128,524288,16,128,12241570,0.768
inputs/custom/strided_access.x,lru,1048576,8,128,524288,2,128,12241570,0.768
inputs/custom/strided_access.x,lru,1048576,8,128,524288,1,128,12241570,0.768
inputs/custom/strided_access.x,lru,1048576,8,128,524288,4,128,12241570,0.768
inputs/custom/strided_access.x,lru,1048576,8,128,524288,8,128,12241570,0.768
inputs/custom/strided_access.x,lru,1048576,8,128,524288,16,128,12241570,0.768
inputs/custom/strided_access.x,lru,1048576,16,128,524288,1,128,12241570,0.768
inputs/custom/strided_access.x,lru,1048576,16,128,524288,4,128,12241570,0.768
inputs/custom/strided_access.x,lru,1048576,16,128,524288,2,128,12241570,0.768
inputs/custom/strided_access.x,lru,1048576,16,128,524288,8,128,12241570,0.768
inputs/custom/strided_access.x,lru,1048576,16,128,524288,16,128,12241570,0.768
inputs/custom/strided_access.x,rrip,1048576,1,128,1048576,2,128,12241570,0.768
inputs/custom/strided_access.x,rrip,1048576,1,128,1048576,1,128,12241570,0.768
inputs/custom/strided_access.x,rrip,1048576,1,128,1048576,4,128,12241570,0.768
inputs/custom/strided_access.x,rrip,1048576,1,128,1048576,8,128,12241570,0.768
inputs/custom/strided_access.x,rrip,1048576,1,128,1048576,16,128,12241570,0.768
inputs/custom/strided_access.x,rrip,1048576,2,128,1048576,1,128,12241570,0.768
inputs/custom/strided_access.x,rrip,1048576,2,128,1048576,2,128,12241570,0.768
inputs/custom/strided_access.x,rrip,1048576,2,128,1048576,4,128,12241570,0.768
inputs/custom/strided_access.x,rrip,1048576,2,128,1048576,8,128,12241570,0.768
inputs/custom/strided_access.x,rrip,1048576,2,128,1048576,16,128,12241570,0.768
inputs/custom/strided_access.x,rrip,1048576,4,128,1048576,1,128,12241570,0.768
inputs/custom/strided_access.x,rrip,1048576,4,128,1048576,4,128,12241570,0.768
inputs/custom/strided_access.x,rrip,1048576,4,128,1048576,2,128,12241570,0.768
inputs/custom/strided_access.x,rrip,1048576,4,128,1048576,8,128,12241570,0.768
inputs/custom/strided_access.x,rrip,1048576,4,128,1048576,16,128,12241570,0.768
inputs/custom/strided_access.x,rrip,1048576,8,128,1048576,1,128,12241570,0.768
inputs/custom/strided_access.x,rrip,1048576,8,128,1048576,2,128,12241570,0.768
inputs/custom/strided_access.x,rrip,1048576,8,128,1048576,4,128,12241570,0.768
inputs/custom/strided_access.x,rrip,1048576,8,128,1048576,8,128,12241570,0.768
inputs/custom/strided_access.x,rrip,1048576,8,128,1048576,16,128,12241570,0.768
inputs/custom/strided_access.x,rrip,1048576,16,128,1048576,1,128,12241570,0.768
inputs/custom/strided_access.x,rrip,1048576,16,128,1048576,4,128,12241570,0.768
inputs/custom/strided_access.x,rrip,1048576,16,128,1048576,2,128,12241570,0.768
inputs/custom/strided_access.x,rrip,1048576,16,128,1048576,8,128,12241570,0.768
inputs/custom/strided_access.x,rrip,1048576,16,128,1048576,16,128,12241570,0.768
inputs/custom/strided_access.x,rand,1048576,1,128,1048576,1,128,12241570,0.768
inputs/custom/strided_access.x,rand,1048576,1,128,1048576,2,128,12241570,0.768
inputs/custom/strided_access.x,rand,1048576,1,128,1048576,4,128,12241570,0.768
inputs/custom/strided_access.x,rand,1048576,1,128,1048576,8,128,12241570,0.768
inputs/custom/strided_access.x,rand,1048576,1,128,1048576,16,128,12241570,0.768
inputs/custom/strided_access.x,rand,1048576,2,128,1048576,1,128,12241570,0.768
inputs/custom/strided_access.x,rand,1048576,2,128,1048576,2,128,12241570,0.768
inputs/custom/strided_access.x,rand,1048576,2,128,1048576,4,128,12241570,0.768
inputs/custom/strided_access.x,rand,1048576,2,128,1048576,8,128,12241570,0.768
inputs/custom/strided_access.x,rand,1048576,2,128,1048576,16,128,12241570,0.768
inputs/custom/strided_access.x,rand,1048576,4,128,1048576,1,128,12241570,0.768
inputs/custom/strided_access.x,rand,1048576,4,128,1048576,2,128,12241570,0.768
inputs/custom/strided_access.x,rand,1048576,4,128,1048576,4,128,12241570,0.768
inputs/custom/strided_access.x,rand,1048576,4,128,1048576,16,128,12241570,0.768
inputs/custom/strided_access.x,rand,1048576,4,128,1048576,8,128,12241570,0.768
inputs/custom/strided_access.x,rand,1048576,8,128,1048576,1,128,12241570,0.768
inputs/custom/strided_access.x,rand,1048576,8,128,1048576,2,128,12241570,0.768
inputs/custom/strided_access.x,rand,1048576,8,128,1048576,4,128,12241570,0.768
inputs/custom/strided_access.x,rand,1048576,8,128,1048576,8,128,12241570,0.768
inputs/custom/strided_access.x,rand,1048576,8,128,1048576,16,128,12241570,0.768
inputs/custom/strided_access.x,rand,1048576,16,128,1048576,1,128,12241570,0.768
inputs/custom/strided_access.x,rand,1048576,16,128,1048576,2,128,12241570,0.768
inputs/custom/strided_access.x,rand,1048576,16,128,1048576,4,128,12241570,0.768
inputs/custom/strided_access.x,rand,1048576,16,128,1048576,8,128,12241570,0.768
inputs/custom/strided_access.x,rand,1048576,16,128,1048576,16,128,12241570,0.768
inputs/custom/strided_access.x,lru,1048576,1,128,1048576,1,128,12241570,0.768
inputs/custom/strided_access.x,lru,1048576,1,128,1048576,2,128,12241570,0.768
inputs/custom/strided_access.x,lru,1048576,1,128,1048576,8,128,12241570,0.768
inputs/custom/strided_access.x,lru,1048576,1,128,1048576,4,128,12241570,0.768
inputs/custom/strided_access.x,lru,1048576,1,128,1048576,16,128,12241570,0.768
inputs/custom/strided_access.x,lru,1048576,2,128,1048576,1,128,12241570,0.768
inputs/custom/strided_access.x,lru,1048576,2,128,1048576,4,128,12241570,0.768
inputs/custom/strided_access.x,lru,1048576,2,128,1048576,2,128,12241570,0.768
inputs/custom/strided_access.x,lru,1048576,2,128,1048576,8,128,12241570,0.768
inputs/custom/strided_access.x,lru,1048576,2,128,1048576,16,128,12241570,0.768
inputs/custom/strided_access.x,lru,1048576,4,128,1048576,2,128,12241570,0.768
inputs/custom/strided_access.x,lru,1048576,4,128,1048576,1,128,12241570,0.768
inputs/custom/strided_access.x,lru,1048576,4,128,1048576,4,128,12241570,0.768
inputs/custom/strided_access.x,lru,1048576,4,128,1048576,8,128,12241570,0.768
inputs/custom/strided_access.x,lru,1048576,4,128,1048576,16,128,12241570,0.768
inputs/custom/strided_access.x,lru,1048576,8,128,1048576,1,128,12241570,0.768
inputs/custom/strided_access.x,lru,1048576,8,128,1048576,2,128,12241570,0.768
inputs/custom/strided_access.x,lru,1048576,8,128,1048576,4,128,12241570,0.768
inputs/custom/strided_access.x,lru,1048576,8,128,1048576,8,128,12241570,0.768
inputs/custom/strided_access.x,lru,1048576,8,128,1048576,16,128,12241570,0.768
inputs/custom/strided_access.x,lru,1048576,16,128,1048576,1,128,12241570,0.768
inputs/custom/strided_access.x,lru,1048576,16,128,1048576,2,128,12241570,0.768
inputs/custom/strided_access.x,lru,1048576,16,128,1048576,4,128,12241570,0.768
inputs/custom/strided_access.x,lru,1048576,16,128,1048576,16,128,12241570,0.768
inputs/custom/strided_access.x,lru,1048576,16,128,1048576,8,128,12241570,0.768
inputs/custom/strided_access.x,rrip,2048,1,128,262144,2,128,12249620,0.767
inputs/custom/strided_access.x,rrip,2048,2,128,262144,2,128,12249620,0.767
inputs/custom/strided_access.x,rrip,2048,4,128,262144,2,128,12249620,0.767
inputs/custom/strided_access.x,rrip,2048,8,128,262144,2,128,12249620,0.767
inputs/custom/strided_access.x,rrip,2048,16,128,262144,2,128,12249620,0.767
inputs/custom/strided_access.x,lru,2048,1,128,262144,2,128,12249620,0.767
inputs/custom/strided_access.x,lru,2048,2,128,262144,2,128,12249620,0.767
inputs/custom/strided_access.x,lru,2048,4,128,262144,2,128,12249620,0.767
inputs/custom/strided_access.x,lru,2048,8,128,262144,2,128,12249620,0.767
inputs/custom/strided_access.x,lru,2048,16,128,262144,2,128,12249620,0.767
inputs/custom/strided_access.x,rrip,4096,1,128,262144,2,128,12249620,0.767
inputs/custom/strided_access.x,rrip,4096,2,128,262144,2,128,12249620,0.767
inputs/custom/strided_access.x,rrip,4096,4,128,262144,2,128,12249620,0.767
inputs/custom/strided_access.x,rrip,4096,8,128,262144,2,128,12249620,0.767
inputs/custom/strided_access.x,rrip,4096,16,128,262144,2,128,12249620,0.767
inputs/custom/strided_access.x,lru,4096,1,128,262144,2,128,12249620,0.767
inputs/custom/strided_access.x,lru,4096,2,128,262144,2,128,12249620,0.767
inputs/custom/strided_access.x,lru,4096,4,128,262144,2,128,12249620,0.767
inputs/custom/strided_access.x,lru,4096,8,128,262144,2,128,12249620,0.767
inputs/custom/strided_access.x,lru,4096,16,128,262144,2,128,12249620,0.767
inputs/custom/strided_access.x,rrip,8192,1,128,262144,2,128,12249620,0.767
inputs/custom/strided_access.x,rrip,8192,2,128,262144,2,128,12249620,0.767
inputs/custom/strided_access.x,rrip,8192,4,128,262144,2,128,12249620,0.767
inputs/custom/strided_access.x,rrip,8192,8,128,262144,2,128,12249620,0.767
inputs/custom/strided_access.x,rrip,8192,16,128,262144,2,128,12249620,0.767
inputs/custom/strided_access.x,lru,8192,1,128,262144,2,128,12249620,0.767
inputs/custom/strided_access.x,lru,8192,2,128,262144,2,128,12249620,0.767
inputs/custom/strided_access.x,lru,8192,4,128,262144,2,128,12249620,0.767
inputs/custom/strided_access.x,lru,8192,8,128,262144,2,128,12249620,0.767
inputs/custom/strided_access.x,lru,8192,16,128,262144,2,128,12249620,0.767
inputs/custom/strided_access.x,rrip,16384,1,128,262144,2,128,12249620,0.767
inputs/custom/strided_access.x,rrip,16384,2,128,262144,2,128,12249620,0.767
inputs/custom/strided_access.x,rrip,16384,4,128,262144,2,128,12249620,0.767
inputs/custom/strided_access.x,rrip,16384,8,128,262144,2,128,12249620,0.767
inputs/custom/strided_access.x,rrip,16384,16,128,262144,2,128,12249620,0.767
inputs/custom/strided_access.x,lru,16384,1,128,262144,2,128,12249620,0.767
inputs/custom/strided_access.x,lru,16384,2,128,262144,2,128,12249620,0.767
inputs/custom/strided_access.x,lru,16384,4,128,262144,2,128,12249620,0.767
inputs/custom/strided_access.x,lru,16384,8,128,262144,2,128,12249620,0.767
inputs/custom/strided_access.x,lru,16384,16,128,262144,2,128,12249620,0.767
inputs/custom/strided_access.x,rrip,32768,1,128,262144,2,128,12249620,0.767
inputs/custom/strided_access.x,rrip,32768,2,128,262144,2,128,12249620,0.767
inputs/custom/strided_access.x,rrip,32768,4,128,262144,2,128,12249620,0.767
inputs/custom/strided_access.x,rrip,32768,8,128,262144,2,128,12249620,0.767
inputs/custom/strided_access.x,rrip,32768,16,128,262144,2,128,12249620,0.767
inputs/custom/strided_access.x,lru,32768,1,128,262144,2,128,12249620,0.767
inputs/custom/strided_access.x,lru,32768,2,128,262144,2,128,12249620,0.767
inputs/custom/strided_access.x,lru,32768,4,128,262144,2,128,12249620,0.767
inputs/custom/strided_access.x,lru,32768,8,128,262144,2,128,12249620,0.767
inputs/custom/strided_access.x,lru,32768,16,128,262144,2,128,12249620,0.767
inputs/custom/strided_access.x,rrip,65536,1,128,262144,2,128,12249620,0.767
inputs/custom/strided_access.x,rrip,65536,2,128,262144,2,128,12249620,0.767
inputs/custom/strided_access.x,rrip,65536,4,128,262144,2,128,12249620,0.767
inputs/custom/strided_access.x,rrip,65536,8,128,262144,2,128,12249620,0.767
inputs/custom/strided_access.x,rrip,65536,16,128,262144,2,128,12249620,0.767
inputs/custom/strided_access.x,lru,65536,1,128,262144,2,128,12249620,0.767
inputs/custom/strided_access.x,lru,65536,2,128,262144,2,128,12249620,0.767
inputs/custom/strided_access.x,lru,65536,4,128,262144,2,128,12249620,0.767
inputs/custom/strided_access.x,lru,65536,8,128,262144,2,128,12249620,0.767
inputs/custom/strided_access.x,lru,65536,16,128,262144,2,128,12249620,0.767
inputs/custom/strided_access.x,rrip,131072,1,128,262144,2,128,12249620,0.767
inputs/custom/strided_access.x,rrip,131072,2,128,262144,2,128,12249620,0.767
inputs/custom/strided_access.x,rrip,131072,4,128,262144,2,128,12249620,0.767
inputs/custom/strided_access.x,rrip,131072,8,128,262144,2,128,12249620,0.767
inputs/custom/strided_access.x,rrip,131072,16,128,262144,2,128,12249620,0.767
inputs/custom/strided_access.x,lru,131072,1,128,262144,2,128,12249620,0.767
inputs/custom/strided_access.x,lru,131072,2,128,262144,2,128,12249620,0.767
inputs/custom/strided_access.x,lru,131072,4,128,262144,2,128,12249620,0.767
inputs/custom/strided_access.x,lru,131072,8,128,262144,2,128,12249620,0.767
inputs/custom/strided_access.x,lru,131072,16,128,262144,2,128,12249620,0.767
inputs/custom/strided_access.x,rrip,262144,1,128,262144,2,128,12249620,0.767
inputs/custom/strided_access.x,rrip,262144,2,128,262144,2,128,12249620,0.767
inputs/custom/strided_access.x,rrip,262144,4,128,262144,2,128,12249620,0.767
inputs/custom/strided_access.x,rrip,262144,8,128,262144,2,128,12249620,0.767
inputs/custom/strided_access.x,rrip,262144,16,128,262144,2,128,12249620,0.767
inputs/custom/strided_access.x,lru,262144,1,128,262144,2,128,12249620,0.767
inputs/custom/strided_access.x,lru,262144,2,128,262144,2,128,12249620,0.767
inputs/custom/strided_access.x,lru,262144,4,128,262144,2,128,12249620,0.767
inputs/custom/strided_access.x,lru,262144,8,128,262144,2,128,12249620,0.767
inputs/custom/strided_access.x,lru,262144,16,128,262144,2,128,12249620,0.767
inputs/custom/strided_access.x,rrip,524288,1,128,262144,2,128,12249620,0.767
inputs/custom/strided_access.x,rrip,524288,2,128,262144,2,128,12249620,0.767
inputs/custom/strided_access.x,rrip,524288,4,128,262144,2,128,12249620,0.767
inputs/custom/strided_access.x,rrip,524288,8,128,262144,2,128,12249620,0.767
inputs/custom/strided_access.x,rrip,524288,16,128,262144,2,128,12249620,0.767
inputs/custom/strided_access.x,lru,524288,1,128,262144,2,128,12249620,0.767
inputs/custom/strided_access.x,lru,524288,2,128,262144,2,128,12249620,0.767
inputs/custom/strided_access.x,lru,524288,4,128,262144,2,128,12249620,0.767
inputs/custom/strided_access.x,lru,524288,8,128,262144,2,128,12249620,0.767
inputs/custom/strided_access.x,lru,524288,16,128,262144,2,128,12249620,0.767
inputs/custom/strided_access.x,rrip,1048576,1,128,262144,2,128,12249620,0.767
inputs/custom/strided_access.x,rrip,1048576,2,128,262144,2,128,12249620,0.767
inputs/custom/strided_access.x,rrip,1048576,4,128,262144,2,128,12249620,0.767
inputs/custom/strided_access.x,rrip,1048576,8,128,262144,2,128,12249620,0.767
inputs/custom/strided_access.x,rrip,1048576,16,128,262144,2,128,12249620,0.767
inputs/custom/strided_access.x,lru,1048576,1,128,262144,2,128,12249620,0.767
inputs/custom/strided_access.x,lru,1048576,2,128,262144,2,128,12249620,0.767
inputs/custom/strided_access.x,lru,1048576,4,128,262144,2,128,12249620,0.767
inputs/custom/strided_access.x,lru,1048576,8,128,262144,2,128,12249620,0.767
inputs/custom/strided_access.x,lru,1048576,16,128,262144,2,128,12249620,0.767
inputs/custom/strided_access.x,rand,2048,1,128,262144,16,128,12249920,0.767
inputs/custom/strided_access.x,rand,2048,2,128,262144,16,128,12249920,0.767
inputs/custom/strided_access.x,rand,2048,4,128,262144,16,128,12249920,0.767
inputs/custom/strided_access.x,rand,2048,8,128,262144,16,128,12249920,0.767
inputs/custom/strided_access.x,rand,2048,16,128,262144,16,128,12249920,0.767
inputs/custom/strided_access.x,rand,4096,1,128,262144,16,128,12249920,0.767
inputs/custom/strided_access.x,rand,4096,2,128,262144,16,128,12249920,0.767
inputs/custom/strided_access.x,rand,4096,4,128,262144,16,128,12249920,0.767
inputs/custom/strided_access.x,rand,4096,8,128,262144,16,128,12249920,0.767
inputs/custom/strided_access.x,rand,4096,16,128,262144,16,128,12249920,0.767
inputs/custom/strided_access.x,rand,8192,1,128,262144,16,128,12249920,0.767
inputs/custom/strided_access.x,rand,8192,2,128,262144,16,128,12249920,0.767
inputs/custom/strided_access.x,rand,8192,4,128,262144,16,128,12249920,0.767
inputs/custom/strided_access.x,rand,8192,8,128,262144,16,128,12249920,0.767
inputs/custom/strided_access.x,rand,8192,16,128,262144,16,128,12249920,0.767
inputs/custom/strided_access.x,rand,16384,1,128,262144,16,128,12249920,0.767
inputs/custom/strided_access.x,rand,16384,2,128,262144,16,128,12249920,0.767
inputs/custom/strided_access.x,rand,16384,4,128,262144,16,128,12249920,0.767
inputs/custom/strided_access.x,rand,16384,8,128,262144,16,128,12249920,0.767
inputs/custom/strided_access.x,rand,16384,16,128,262144,16,128,12249920,0.767
inputs/custom/strided_access.x,rand,32768,1,128,262144,16,128,12249920,0.767
inputs/custom/strided_access.x,rand,32768,2,128,262144,16,128,12249920,0.767
inputs/custom/strided_access.x,rand,32768,4,128,262144,16,128,12249920,0.767
inputs/custom/strided_access.x,rand,32768,8,128,262144,16,128,12249920,0.767
inputs/custom/strided_access.x,rand,32768,16,128,262144,16,128,12249920,0.767
inputs/custom/strided_access.x,rand,65536,1,128,262144,16,128,12249920,0.767
inputs/custom/strided_access.x,rand,65536,2,128,262144,16,128,12249920,0.767
inputs/custom/strided_access.x,rand,65536,4,128,262144,16,128,12249920,0.767
inputs/custom/strided_access.x,rand,65536,8,128,262144,16,128,12249920,0.767
inputs/custom/strided_access.x,rand,65536,16,128,262144,16,128,12249920,0.767
inputs/custom/strided_access.x,rand,131072,1,128,262144,16,128,12249920,0.767
inputs/custom/strided_access.x,rand,131072,2,128,262144,16,128,12249920,0.767
inputs/custom/strided_access.x,rand,131072,4,128,262144,16,128,12249920,0.767
inputs/custom/strided_access.x,rand,131072,8,128,262144,16,128,12249920,0.767
inputs/custom/strided_access.x,rand,131072,16,128,262144,16,128,12249920,0.767
inputs/custom/strided_access.x,rand,262144,1,128,262144,16,128,12249920,0.767
inputs/custom/strided_access.x,rand,262144,2,128,262144,16,128,12249920,0.767
inputs/custom/strided_access.x,rand,262144,4,128,262144,16,128,12249920,0.767
inputs/custom/strided_access.x,rand,262144,8,128,262144,16,128,12249920,0.767
inputs/custom/strided_access.x,rand,262144,16,128,262144,16,128,12249920,0.767
inputs/custom/strided_access.x,rand,524288,1,128,262144,16,128,12249920,0.767
inputs/custom/strided_access.x,rand,524288,2,128,262144,16,128,12249920,0.767
inputs/custom/strided_access.x,rand,524288,4,128,262144,16,128,12249920,0.767
inputs/custom/strided_access.x,rand,524288,8,128,262144,16,128,12249920,0.767
inputs/custom/strided_access.x,rand,524288,16,128,262144,16,128,12249920,0.767
inputs/custom/strided_access.x,rand,1048576,1,128,262144,16,128,12249920,0.767
inputs/custom/strided_access.x,rand,1048576,2,128,262144,16,128,12249920,0.767
inputs/custom/strided_access.x,rand,1048576,4,128,262144,16,128,12249920,0.767
inputs/custom/strided_access.x,rand,1048576,8,128,262144,16,128,12249920,0.767
inputs/custom/strided_access.x,rand,1048576,16,128,262144,16,128,12249920,0.767
inputs/custom/strided_access.x,rand,2048,1,128,262144,8,128,12250270,0.767
inputs/custom/strided_access.x,rand,2048,2,128,262144,8,128,12250270,0.767
inputs/custom/strided_access.x,rand,2048,4,128,262144,8,128,12250270,0.767
